315,244,1976
508,233,1928
314,241,1849
313,244,1887
208,19,1724
318,234,1733
216,226,1845
410,79,1892
410,74,1775
313,243,1759
314,243,1789
217,228,1760
314,242,1736
313,244,1515
217,248,1690
359,271,1710
516,221,1561
390,64,1713
416,79,1571
300,238,1589
297,438,1772
313,421,1830
586,213,1725
311,244,1817
560,82,1977
498,108,2076
452,94,1919
446,233,2030
346,85,1750
308,71,1923
249,101,1434
229,107,1779
171,138,1916
204,160,1736
243,163,1946
305,190,2267
313,206,2117
380,197,2608
296,140,2900
484,166,2421
562,163,1909
603,177,1457
512,381,1235
582,310,1435
507,306,1481
372,319,2009
314,304,2231
238,310,1711
185,340,2242
185,409,2307
44,378,1885
513,223,1656
51,440,1491
439,391,1396
510,402,1307
206,112,1257
558,319,2002
490,339,1885
421,334,2380
360,322,2249
265,318,2502
216,309,2073
202,244,2214
220,203,2011
469,161,2230
223,87,1954
220,223,1706
404,76,1710
276,15,1700
409,77,1890
307,74,1862
247,301,2295
255,163,2026
241,221,2221
187,270,2210
246,181,1984
300,86,1578
380,55,1822
395,61,1973
499,58,2181
416,234,2100
600,70,1842
514,100,2330
409,76,2439
444,153,2494
509,186,2640
590,198,2124
56,351,2919
413,199,2753
364,205,2788
288,207,2681
190,231,2535
184,156,1920
204,245,2011
247,315,1815
399,398,1714
424,357,1926
502,354,1227
541,298,1474
462,249,2367
431,234,2434
531,206,2321
582,208,2085
587,174,2173
541,183,2018
591,215,2455
524,189,2387
570,150,2315
587,211,2263
551,133,2390
558,129,2138
545,104,2323
337,436,2114
446,124,2172
339,438,2360
314,243,2598
519,100,2148
520,71,2359
499,78,2121
503,84,2149
494,104,2141
484,105,2269
478,137,2343
453,150,2436
438,162,2752
428,193,2505
420,200,2802
402,198,2143
381,178,2295
332,157,2671
361,142,2038
346,133,2396
333,126,2264
317,125,2128
307,123,1992
290,125,1959
271,127,1892
274,127,1794
256,127,1741
248,125,1699
232,117,1547
224,112,1632
218,113,1690
209,92,1756
199,101,1721
200,74,2007
200,71,2014
473,128,2044
195,59,2005
200,53,2032
198,54,1843
215,226,1947
210,48,1870
583,171,1859
398,93,1661
223,37,1600
237,36,1669
421,71,1668
407,81,1833
411,80,1707
411,82,1752
278,32,1729
405,96,1835
396,81,1703
364,48,1561
393,62,1536
299,336,1695
312,134,1672
408,79,1798
303,245,1689
395,84,1641
406,81,1668
409,76,1589
406,79,1803
408,78,1833
229,145,1739
301,90,1715
408,77,1728
230,222,1812
312,244,1851
580,137,2073
353,87,2046
313,244,2052
85,222,2075
527,231,2050
388,50,2059
520,226,2056
83,228,2072
315,243,2063
581,137,2058
