223,101,201
224,113,101
227,76,263
242,55,438
252,41,280
255,40,219
258,41,152
260,42,143
260,46,156
264,48,117
270,49,297
272,49,222
278,48,398
281,48,253
282,45,371
287,44,491
295,42,260
300,40,227
306,39,205
309,41,158
316,38,182
320,38,262
317,37,100
316,37,98
318,34,94
321,35,188
326,36,74
330,38,71
332,37,81
334,38,158
336,36,148
338,34,98
342,32,247
346,32,106
348,32,112
351,31,109
354,30,139
358,30,111
362,28,72
365,25,108
369,24,120
372,24,121
374,23,245
378,21,149
382,21,61
384,21,202
387,19,204
391,17,158
393,19,92
399,18,293
403,14,154
407,13,142
408,16,145
411,18,170
415,18,255
424,16,260
423,17,118
425,17,153
430,16,228
436,18,237
441,19,305
445,16,178
449,16,202
451,15,96
456,15,240
459,13,492
458,13,384
459,16,153
462,16,217
462,18,398
463,19,112
468,20,229
470,21,337
472,23,407
475,22,349
477,21,101
480,19,218
486,17,133
492,16,225
496,15,191
499,14,700
501,14,278
502,14,210
504,11,660
508,13,355
505,14,404
501,13,390
499,13,527
502,15,298
506,15,470
514,16,596
519,20,610
518,21,257
517,22,357
519,22,403
521,21,104
526,18,281
528,20,135
533,21,169
531,23,219
531,26,886
538,30,244
542,38,549
547,45,385
550,54,721
552,62,370
550,65,617
548,67,644
542,75,786
539,75,601
535,76,274
531,80,491
531,84,440
530,87,307
526,92,497
527,94,490
524,97,389
521,99,409
523,104,295
525,111,245
527,113,342
525,115,310
523,120,193
520,128,410
526,133,527
530,137,229
530,144,367
534,154,244
538,158,88
538,165,55
537,175,43
537,183,95
538,189,80
538,194,71
538,202,107
539,211,57
539,222,91
539,226,115
540,229,134
544,236,111
545,240,209
546,246,95
548,252,118
548,257,134
549,265,79
549,273,101
548,275,73
547,280,99
541,296,92
536,299,127
530,299,87
522,301,96
517,306,199
505,305,89
494,306,222
490,305,138
486,303,69
479,304,80
469,307,127
459,310,97
454,313,103
455,310,123
447,312,125
439,308,178
433,308,85
439,307,105
439,308,173
430,305,172
422,306,165
410,307,187
395,309,158
387,309,156
375,308,125
362,308,126
359,304,83
357,298,109
349,293,150
332,295,209
319,293,168
314,296,97
308,295,116
295,296,169
284,293,156
275,290,104
268,287,180
262,288,231
248,280,100
249,276,77
252,278,209
262,286,8
260,280,99
262,280,19
258,281,130
250,298,210
232,307,70
229,307,142
223,301,53
218,297,118
215,290,87
217,283,83
219,278,100
215,272,30
214,266,53
213,262,19
211,253,75
211,244,51
207,233,58
206,230,58
205,221,86
203,205,40
201,196,19
202,190,17
198,173,12
195,164,70
200,155,56
195,142,34
193,143,115
193,137,30
191,125,61
189,114,81
194,108,211
194,102,185
191,97,426
187,86,112
188,73,275
187,69,134
183,64,148
182,61,129
181,57,290
178,52,524
181,47,601
313,244,1052
312,243,986
187,39,873
313,244,747
314,243,1244
178,35,721
186,37,441
406,77,1128
208,29,86
220,35,363
220,26,127
241,32,92
266,32,300
265,27,83
